list_place,list_date_time,detail_plaats,detail_datum,stance,language,identifies_as_immigrant
Oosterhout 21rr,01 oktober 2025 (09:34),Oosterhout 21rr,1 oktober 2025,Against,Dutch,Yes
Hoorn,01 oktober 2025 (09:34),Hoorn,1 oktober 2025,Against,Dutch,Yes
Rotterdam,01 oktober 2025 (09:32),Rotterdam,1 oktober 2025,For,Dutch,Yes
Amsterdam,01 oktober 2025 (09:25),Amsterdam,1 oktober 2025,For,English,Unclear
Eindhoven,01 oktober 2025 (09:23),Eindhoven,1 oktober 2025,Against,English,Unclear
Heerlen,01 oktober 2025 (09:21),Heerlen,1 oktober 2025,Against,Dutch,Unclear
Amsterdam,01 oktober 2025 (09:17),Amsterdam,1 oktober 2025,Against,English,Unclear
Rotterdam,01 oktober 2025 (09:17),Rotterdam,1 oktober 2025,Against,Dutch,Unclear
Amsterdam,01 oktober 2025 (09:13),Amsterdam,1 oktober 2025,Against,English,Yes
"Groot Handelsgebouw, Rotterdam",01 oktober 2025 (09:13),"Groot Handelsgebouw, Rotterdam",1 oktober 2025,Against,English,Unclear
Den Haag,01 oktober 2025 (09:11),Den Haag,1 oktober 2025,Against,English,Yes
Zoetermeer,01 oktober 2025 (09:09),Zoetermeer,1 oktober 2025,Against,English,Unclear
's-Gravenhage,01 oktober 2025 (09:08),'s-Gravenhage,1 oktober 2025,Against,Dutch,Unclear
Amsterdam,01 oktober 2025 (09:08),Amsterdam,1 oktober 2025,Against,English,Unclear
Maastricht,01 oktober 2025 (09:06),Maastricht,1 oktober 2025,Against,English,Yes
Amsterdam,01 oktober 2025 (09:03),Amsterdam,1 oktober 2025,Against,Dutch,Unclear
Almere,01 oktober 2025 (09:02),Almere,1 oktober 2025,Against,Dutch,Unclear
Amsterdam ,01 oktober 2025 (09:02),Amsterdam,1 oktober 2025,Against,Dutch,Unclear
Ermelo,01 oktober 2025 (09:00),Ermelo,1 oktober 2025,Against,Dutch,Unclear
Eindhoven,01 oktober 2025 (09:00),Eindhoven,1 oktober 2025,Against,English,Yes
Rotterdam,01 oktober 2025 (08:56),Rotterdam,1 oktober 2025,Against,Dutch,Unclear
Amsterdam,01 oktober 2025 (08:54),Amsterdam,1 oktober 2025,Against,Dutch,Unclear
Amsterdam ,01 oktober 2025 (08:51),Amsterdam,1 oktober 2025,Against,Dutch,Unclear
Rosmalen,01 oktober 2025 (08:48),Rosmalen,1 oktober 2025,Against,English,Unclear
Amsterdam,01 oktober 2025 (08:44),Amsterdam,1 oktober 2025,Against,English,Unclear
Delft,01 oktober 2025 (08:43),Delft,1 oktober 2025,Against,English,Yes
Groningen,01 oktober 2025 (08:42),Groningen,1 oktober 2025,Against,Dutch,Unclear
"Tehran, Iran",01 oktober 2025 (08:40),"Tehran, Iran",1 oktober 2025,Against,English,Unclear
Amsterdam ,01 oktober 2025 (08:40),Amsterdam,1 oktober 2025,Against,English,Unclear
Eindhoven ,01 oktober 2025 (08:40),Eindhoven,1 oktober 2025,Against,English,Yes
Den Haag,01 oktober 2025 (08:37),Den Haag,1 oktober 2025,Against,English,Unclear
Enschede,01 oktober 2025 (08:36),Enschede,1 oktober 2025,Against,English,Unclear
Tilburg ,01 oktober 2025 (08:33),Tilburg,1 oktober 2025,Against,English,Unclear
‘s-Hertogenbosch,01 oktober 2025 (08:19),‘s-Hertogenbosch,1 oktober 2025,Against,Dutch,Unclear
Den Haag,01 oktober 2025 (08:18),Den Haag,1 oktober 2025,Against,English,Unclear
Delft,01 oktober 2025 (08:16),Delft,1 oktober 2025,Against,Dutch,Yes
Utrecht ,01 oktober 2025 (08:10),Utrecht,1 oktober 2025,Against,Dutch,Unclear
Almere,01 oktober 2025 (08:01),Almere,1 oktober 2025,Against,English,Yes
Almere,01 oktober 2025 (08:01),Almere,1 oktober 2025,Against,Dutch,Unclear
Den Haag,01 oktober 2025 (07:45),Den Haag,1 oktober 2025,Against,Dutch,Unclear
Utrecht ,01 oktober 2025 (07:33),Utrecht,1 oktober 2025,Against,English,Yes
Utrecht,01 oktober 2025 (07:29),Utrecht,1 oktober 2025,Against,Dutch,Unclear
Lelystad,01 oktober 2025 (07:28),Lelystad,1 oktober 2025,Against,English,Unclear
Wormer,01 oktober 2025 (07:27),Wormer,1 oktober 2025,Against,Dutch,Unclear
Oegstgeest ,01 oktober 2025 (07:26),Oegstgeest,1 oktober 2025,Against,Dutch,Unclear
Eindhoven,01 oktober 2025 (07:23),Eindhoven,1 oktober 2025,For,Dutch,No
Rotterdam,01 oktober 2025 (07:15),Rotterdam,1 oktober 2025,Against,English,Yes
Haarlem,01 oktober 2025 (07:12),Haarlem,1 oktober 2025,Against,Dutch,No
Nieuwegein.,01 oktober 2025 (07:04),Nieuwegein.,1 oktober 2025,Against,English,Yes
Amsterdam ,01 oktober 2025 (07:02),Amsterdam,1 oktober 2025,Against,Dutch,Yes
Grave,01 oktober 2025 (07:01),Grave,1 oktober 2025,Against,Dutch,Unclear
Uithoorn ,01 oktober 2025 (06:38),Uithoorn,1 oktober 2025,Against,English,Unclear
Amsterdam,01 oktober 2025 (06:34),Amsterdam,1 oktober 2025,Against,English,Yes
Almere,01 oktober 2025 (05:59),Almere,1 oktober 2025,Against,Dutch,Yes
Groningen ,01 oktober 2025 (05:47),Groningen,1 oktober 2025,Against,Dutch,Unclear
Gouda,01 oktober 2025 (05:10),Gouda,1 oktober 2025,Against,English,Yes
Den Haag,01 oktober 2025 (03:52),Den Haag,1 oktober 2025,Against,Dutch,Yes
Voorhout ,01 oktober 2025 (03:00),Voorhout,1 oktober 2025,Against,Dutch,Yes
Rotterdam,01 oktober 2025 (02:20),Rotterdam,1 oktober 2025,Against,Dutch,Unclear
Nieuwegein ,01 oktober 2025 (02:09),Nieuwegein,1 oktober 2025,Against,English,Yes
Australia,01 oktober 2025 (01:06),Australia,1 oktober 2025,Against,English,Yes
Hoofddorp,01 oktober 2025 (00:52),Hoofddorp,1 oktober 2025,Against,English,Yes
Utrecht,01 oktober 2025 (00:30),Utrecht,1 oktober 2025,Against,Dutch,Yes
Amstelveen,01 oktober 2025 (00:23),Amstelveen,1 oktober 2025,Against,Dutch,Yes
Utrecht,01 oktober 2025 (00:23),Utrecht,1 oktober 2025,Against,Dutch,Yes
Amsterdam,01 oktober 2025 (00:19),Amsterdam,1 oktober 2025,Against,Dutch,Yes
Eindhoven,01 oktober 2025 (00:17),Eindhoven,1 oktober 2025,Against,English,Unclear
Amstelveen ,01 oktober 2025 (00:12),Amstelveen,1 oktober 2025,Against,Dutch,Unclear
Bodegraven ,01 oktober 2025 (00:03),Bodegraven,1 oktober 2025,Against,Dutch,Yes
Veenendaal,01 oktober 2025 (00:02),Veenendaal,1 oktober 2025,Against,Dutch,Unclear
Eindhoven ,30 september 2025 (23:55),Eindhoven,30 september 2025,Against,Dutch,Unclear
Helmond.,30 september 2025 (23:55),Helmond.,30 september 2025,Against,English,Yes
Coevorden ,30 september 2025 (23:46),Coevorden,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (23:43),Amsterdam,30 september 2025,Against,English,Yes
Eindhoven,30 september 2025 (23:43),Eindhoven,30 september 2025,Against,Dutch,Yes
Hertenkamp 8 Horssen,30 september 2025 (23:42),Hertenkamp 8 Horssen,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (23:42),Amsterdam,30 september 2025,Against,English,Unclear
Nijmegen,30 september 2025 (23:41),Nijmegen,30 september 2025,Against,Dutch,No
Amsterdam,30 september 2025 (23:33),Amsterdam,30 september 2025,Against,Dutch,Unclear
Goirle,30 september 2025 (23:25),Goirle,30 september 2025,Against,English,Unclear
Eindhoven,30 september 2025 (23:25),Eindhoven,30 september 2025,Against,English,Yes
Uithoorn ,30 september 2025 (23:24),Uithoorn,30 september 2025,Against,English,Yes
Eindhoven,30 september 2025 (23:24),Eindhoven,30 september 2025,Against,Dutch,Unclear
Lelystad,30 september 2025 (23:23),Lelystad,30 september 2025,Against,Dutch,No
Utrecht,30 september 2025 (23:23),Utrecht,30 september 2025,Against,Dutch,Yes
Eindhoven,30 september 2025 (23:20),Eindhoven,30 september 2025,Against,Dutch,Yes
"Uithoorn,north Holland ",30 september 2025 (23:16),"Uithoorn,north Holland",30 september 2025,Against,English,Yes
‘s-Hertogenbosch,30 september 2025 (23:07),‘s-Hertogenbosch,30 september 2025,Against,Dutch,Yes
Alphen aan den Rijn ,30 september 2025 (23:04),Alphen aan den Rijn,30 september 2025,Against,Dutch,Unclear
Den Haag,30 september 2025 (23:02),Den Haag,30 september 2025,Against,Dutch,Unclear
Nederlands,30 september 2025 (22:57),Nederlands,30 september 2025,Against,English,Yes
RIDDERKERK,30 september 2025 (22:57),RIDDERKERK,30 september 2025,Against,Dutch,Unclear
Eindhoven,30 september 2025 (22:56),Eindhoven,30 september 2025,Against,Dutch,Yes
Amsterdam ,30 september 2025 (22:55),Amsterdam,30 september 2025,Against,Dutch,Unclear
Hoofddorp,30 september 2025 (22:55),Hoofddorp,30 september 2025,Against,Dutch,Unclear
Hoorn,30 september 2025 (22:52),Hoorn,30 september 2025,Against,Dutch,Yes
Helmond,30 september 2025 (22:47),Helmond,30 september 2025,Against,Dutch,Yes
Amsterdam,30 september 2025 (22:46),Amsterdam,30 september 2025,Against,Dutch,Unclear
Eundhoven,30 september 2025 (22:45),Eundhoven,30 september 2025,Against,English,Unclear
Uithoorn,30 september 2025 (22:44),Uithoorn,30 september 2025,Against,Dutch,Unclear
Deventer,30 september 2025 (22:36),Deventer,30 september 2025,Against,Dutch,Unclear
Nijmegen,30 september 2025 (22:35),Nijmegen,30 september 2025,Against,Dutch,Unclear
Purmerend,30 september 2025 (22:32),Purmerend,30 september 2025,Against,Dutch,Yes
Almere ,30 september 2025 (22:32),Almere,30 september 2025,Against,Dutch,Unclear
Amsterdam ,30 september 2025 (22:32),Amsterdam,30 september 2025,Against,Dutch,Unclear
Laren GLD,30 september 2025 (22:29),Laren GLD,30 september 2025,Against,Dutch,Unclear
Diemen,30 september 2025 (22:29),Diemen,30 september 2025,Against,Dutch,Yes
Lisztstraat ,30 september 2025 (22:28),Lisztstraat,30 september 2025,Against,Dutch,Unclear
Den haag,30 september 2025 (22:28),Den haag,30 september 2025,Against,English,Unclear
Delft,30 september 2025 (22:24),Delft,30 september 2025,Against,Dutch,No
Nieuwegein,30 september 2025 (22:22),Nieuwegein,30 september 2025,Against,Dutch,Unclear
Eindhoven,30 september 2025 (22:19),Eindhoven,30 september 2025,Against,English,Yes
Haarlem,30 september 2025 (22:18),Haarlem,30 september 2025,Against,Dutch,Yes
Almere ,30 september 2025 (22:18),Almere,30 september 2025,Against,Dutch,Unclear
Anonymous,30 september 2025 (22:17),Anonymous,30 september 2025,Against,English,Unclear
Leidschenveen ,30 september 2025 (22:12),Leidschenveen,30 september 2025,Against,Dutch,Unclear
Eindhoven,30 september 2025 (22:12),Eindhoven,30 september 2025,Against,Dutch,Unclear
Utrecht,30 september 2025 (22:10),Utrecht,30 september 2025,Against,English,Unclear
Rotterdam,30 september 2025 (22:08),Rotterdam,30 september 2025,Against,Dutch,Unclear
Rotterdam,30 september 2025 (22:01),Rotterdam,30 september 2025,Against,English,Unclear
Hilversum,30 september 2025 (22:01),Hilversum,30 september 2025,Against,Dutch,Unclear
"Tilburg, I.",30 september 2025 (21:57),"Tilburg, I.",30 september 2025,Against,English,Unclear
Linschoten,30 september 2025 (21:50),Linschoten,30 september 2025,Against,Dutch,Unclear
Utrecht,30 september 2025 (21:50),Utrecht,30 september 2025,Against,English,Unclear
Utrecht,30 september 2025 (21:48),Utrecht,30 september 2025,For,English,Unclear
Enschede,30 september 2025 (21:47),Enschede,30 september 2025,Against,English,Yes
Utrecht,30 september 2025 (21:42),Utrecht,30 september 2025,Against,Dutch,Unclear
Almere,30 september 2025 (21:35),Almere,30 september 2025,Against,Dutch,Unclear
EIndhoven,30 september 2025 (21:34),EIndhoven,30 september 2025,Against,Dutch,Unclear
Haarlem,30 september 2025 (21:32),Haarlem,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (21:31),Amsterdam,30 september 2025,Against,English,Yes
Almere,30 september 2025 (21:31),Almere,30 september 2025,Against,Dutch,Yes
Almere,30 september 2025 (21:30),Almere,30 september 2025,Against,Dutch,Yes
Eindhoven,30 september 2025 (21:28),Eindhoven,30 september 2025,Against,Dutch,Unclear
Almere,30 september 2025 (21:25),Almere,30 september 2025,Against,English,Unclear
Almere,30 september 2025 (21:19),Almere,30 september 2025,Against,English,Yes
Lelystad,30 september 2025 (21:18),Lelystad,30 september 2025,Against,Dutch,Yes
Almere.,30 september 2025 (21:17),Almere.,30 september 2025,Against,English,Yes
Sint Anthonis,30 september 2025 (21:14),Sint Anthonis,30 september 2025,Against,Dutch,Unclear
Assen,30 september 2025 (21:13),Assen,30 september 2025,Against,Dutch,Unclear
Haarlem,30 september 2025 (21:09),Haarlem,30 september 2025,Against,Dutch,Unclear
Arnhem,30 september 2025 (21:02),Arnhem,30 september 2025,Against,Dutch,Unclear
Almere,30 september 2025 (21:01),Almere,30 september 2025,Against,Dutch,Yes
Alkmaar,30 september 2025 (21:01),Alkmaar,30 september 2025,Against,Dutch,Yes
ETTEN-LEUR,30 september 2025 (21:00),ETTEN-LEUR,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (21:00),Amsterdam,30 september 2025,Against,Dutch,Unclear
Houten ,30 september 2025 (20:59),Houten,30 september 2025,Against,Dutch,Unclear
Helmond,30 september 2025 (20:56),Helmond,30 september 2025,Against,Dutch,Unclear
Rotterdam,30 september 2025 (20:54),Rotterdam,30 september 2025,Against,Dutch,Yes
Amersfoort,30 september 2025 (20:54),Amersfoort,30 september 2025,Against,English,Yes
Venlo,30 september 2025 (20:53),Venlo,30 september 2025,Against,Dutch,Unclear
Groningen,30 september 2025 (20:53),Groningen,30 september 2025,Against,Dutch,Unclear
Almere,30 september 2025 (20:52),Almere,30 september 2025,Against,Dutch,Yes
Hilversum,30 september 2025 (20:51),Hilversum,30 september 2025,Against,Dutch,Yes
Rijswijk,30 september 2025 (20:51),Rijswijk,30 september 2025,Against,Dutch,Unclear
EINDHOVEN,30 september 2025 (20:49),EINDHOVEN,30 september 2025,Against,English,Unclear
Haarlem,30 september 2025 (20:48),Haarlem,30 september 2025,Against,Other,Unclear
Eindhoven ,30 september 2025 (20:46),Eindhoven,30 september 2025,Against,English,Yes
Leiden,30 september 2025 (20:46),Leiden,30 september 2025,Against,Dutch,Unclear
Utrecht,30 september 2025 (20:46),Utrecht,30 september 2025,Against,English,Unclear
Eindhoven,30 september 2025 (20:46),Eindhoven,30 september 2025,Against,Dutch,Yes
"Amersfoort, the",30 september 2025 (20:45),"Amersfoort, the",30 september 2025,Against,English,Unclear
Haarlem,30 september 2025 (20:45),Haarlem,30 september 2025,Against,Dutch,Unclear
Goes,30 september 2025 (20:44),Goes,30 september 2025,Against,Dutch,Yes
Delft,30 september 2025 (20:44),Delft,30 september 2025,Against,Dutch,Unclear
Utrecht,30 september 2025 (20:42),Utrecht,30 september 2025,Against,Dutch,Unclear
Eindhoven ,30 september 2025 (20:38),Eindhoven,30 september 2025,Against,English,Unclear
BADHOEVEDORP,30 september 2025 (20:36),BADHOEVEDORP,30 september 2025,Against,Dutch,Unclear
Rotterdam ,30 september 2025 (20:34),Rotterdam,30 september 2025,Against,Dutch,Yes
Rotterdam,30 september 2025 (20:34),Rotterdam,30 september 2025,Against,English,Unclear
Leidschendam ,30 september 2025 (20:33),Leidschendam,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (20:33),Amsterdam,30 september 2025,Against,Dutch,Unclear
Den Bosch,30 september 2025 (20:33),Den Bosch,30 september 2025,Against,Dutch,Unclear
Utrecht,30 september 2025 (20:32),Utrecht,30 september 2025,Against,Dutch,Unclear
Nieuwegein.,30 september 2025 (20:29),Nieuwegein.,30 september 2025,Against,English,Yes
Rotterdam,30 september 2025 (20:29),Rotterdam,30 september 2025,Against,Dutch,Unclear
Amstelveen,30 september 2025 (20:27),Amstelveen,30 september 2025,For,Dutch,No
arnhem,30 september 2025 (20:27),arnhem,30 september 2025,Against,English,Unclear
Groningen ,30 september 2025 (20:27),Groningen,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (20:26),Amsterdam,30 september 2025,Against,Dutch,Unclear
Anonymously ,30 september 2025 (20:25),Anonymously,30 september 2025,Against,English,Unclear
Nijverdal,30 september 2025 (20:24),Nijverdal,30 september 2025,Against,Dutch,Yes
Heinkenszand,30 september 2025 (20:22),Heinkenszand,30 september 2025,Against,Dutch,Unclear
Delft,30 september 2025 (20:21),Delft,30 september 2025,Against,Dutch,Yes
Amsterdam,30 september 2025 (20:20),Amsterdam,30 september 2025,Against,English,Yes
Amsterdam,30 september 2025 (20:20),Amsterdam,30 september 2025,Against,Dutch,Unclear
Leeuwarden,30 september 2025 (20:19),Leeuwarden,30 september 2025,Against,Dutch,Unclear
Oosteind,30 september 2025 (20:18),Oosteind,30 september 2025,Against,Dutch,Unclear
Leidschendam,30 september 2025 (20:16),Leidschendam,30 september 2025,Against,English,Unclear
Zwolle,30 september 2025 (20:16),Zwolle,30 september 2025,Against,Dutch,Yes
Amsterdam ,30 september 2025 (20:16),Amsterdam,30 september 2025,Against,English,Yes
Amsterdam,30 september 2025 (20:14),Amsterdam,30 september 2025,Against,Dutch,Unclear
Rotterdam,30 september 2025 (20:13),Rotterdam,30 september 2025,Against,English,Yes
Den Haag,30 september 2025 (20:13),Den Haag,30 september 2025,Against,Dutch,Unclear
Amstelveen,30 september 2025 (20:11),Amstelveen,30 september 2025,Against,Dutch,Unclear
Eindhoven,30 september 2025 (20:11),Eindhoven,30 september 2025,Against,Dutch,Unclear
Utrecht,30 september 2025 (20:09),Utrecht,30 september 2025,Against,Dutch,Yes
Rotterdam,30 september 2025 (20:09),Rotterdam,30 september 2025,Against,Dutch,Unclear
Hoofddorp,30 september 2025 (20:09),Hoofddorp,30 september 2025,Against,Dutch,Yes
Eindhoven,30 september 2025 (20:09),Eindhoven,30 september 2025,Against,Dutch,No
's-Gravenhage,30 september 2025 (20:07),'s-Gravenhage,30 september 2025,Against,English,Unclear
Rietmolen,30 september 2025 (20:07),Rietmolen,30 september 2025,Against,Dutch,Unclear
Nijmegen ,30 september 2025 (20:04),Nijmegen,30 september 2025,Against,Dutch,No
Nieuwegein,30 september 2025 (20:03),Nieuwegein,30 september 2025,Against,English,Unclear
Caribisch Nederland,30 september 2025 (20:02),Caribisch Nederland,30 september 2025,Against,Dutch,Unclear
Veldhoven,30 september 2025 (20:02),Veldhoven,30 september 2025,Against,Dutch,Yes
Zandvoort,30 september 2025 (19:57),Zandvoort,30 september 2025,Against,Dutch,Unclear
Apeldoorn,30 september 2025 (19:46),Apeldoorn,30 september 2025,Against,English,Yes
Almere,30 september 2025 (19:46),Almere,30 september 2025,Against,English,Unclear
Utrecht,30 september 2025 (19:42),Utrecht,30 september 2025,Against,Dutch,Yes
Eindhoven ,30 september 2025 (19:38),Eindhoven,30 september 2025,Against,English,Unclear
Eindhoven,30 september 2025 (19:37),Eindhoven,30 september 2025,Against,English,Yes
Eindhoven,30 september 2025 (19:32),Eindhoven,30 september 2025,Against,Dutch,Yes
Amersfoort,30 september 2025 (19:30),Amersfoort,30 september 2025,Against,Dutch,Unclear
The Hague,30 september 2025 (19:30),The Hague,30 september 2025,Against,Dutch,Yes
Den haag,30 september 2025 (19:27),Den haag,30 september 2025,Against,English,Yes
Eindhoven,30 september 2025 (19:25),Eindhoven,30 september 2025,Against,English,Yes
Katwijk aan Zee,30 september 2025 (19:23),Katwijk aan Zee,30 september 2025,Against,Dutch,Yes
"Weesp, NL",30 september 2025 (19:21),"Weesp, NL",30 september 2025,Against,Dutch,Yes
Doorn,30 september 2025 (19:20),Doorn,30 september 2025,Against,Dutch,Unclear
Mijdrecht,30 september 2025 (19:17),Mijdrecht,30 september 2025,Against,Dutch,Yes
Amsterdam,30 september 2025 (19:15),Amsterdam,30 september 2025,Against,Dutch,Yes
Utrecht,30 september 2025 (19:14),Utrecht,30 september 2025,Against,Dutch,Unclear
Eindhoven,30 september 2025 (19:12),Eindhoven,30 september 2025,Against,English,Unclear
"Haarlem, """,30 september 2025 (19:10),"Haarlem, """,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (19:09),Amsterdam,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (19:09),Amsterdam,30 september 2025,Against,English,Unclear
Lelystad ,30 september 2025 (19:06),Lelystad,30 september 2025,Against,Dutch,Unclear
Eindhoven,30 september 2025 (19:02),Eindhoven,30 september 2025,Against,Dutch,Unclear
Almere,30 september 2025 (19:01),Almere,30 september 2025,Against,Dutch,Unclear
's-Hertogenbosch,30 september 2025 (18:57),'s-Hertogenbosch,30 september 2025,Against,Dutch,Unclear
Netherlands,30 september 2025 (18:56),Netherlands,30 september 2025,Against,English,Yes
Almere,30 september 2025 (18:56),Almere,30 september 2025,Against,English,Unclear
Hoofddorp,30 september 2025 (18:53),Hoofddorp,30 september 2025,Against,Dutch,Unclear
Rotterdam,30 september 2025 (18:51),Rotterdam,30 september 2025,Against,Dutch,Unclear
Haarlem,30 september 2025 (18:49),Haarlem,30 september 2025,Against,English,Yes
Almere,30 september 2025 (18:45),Almere,30 september 2025,Against,English,Unclear
Horst,30 september 2025 (18:45),Horst,30 september 2025,Against,Dutch,Unclear
Almere,30 september 2025 (18:44),Almere,30 september 2025,Against,Dutch,Unclear
Gemert,30 september 2025 (18:44),Gemert,30 september 2025,Against,Dutch,Unclear
Uithoorn,30 september 2025 (18:42),Uithoorn,30 september 2025,Against,English,Unclear
Rotterdam,30 september 2025 (18:40),Rotterdam,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (18:39),Amsterdam,30 september 2025,Against,English,Yes
Eindhoven,30 september 2025 (18:35),Eindhoven,30 september 2025,For,English,Yes
Almere,30 september 2025 (18:31),Almere,30 september 2025,Against,Dutch,Unclear
Almere,30 september 2025 (18:30),Almere,30 september 2025,Against,Dutch,Unclear
Zoetermeer,30 september 2025 (18:28),Zoetermeer,30 september 2025,For,Dutch,No
Horst,30 september 2025 (18:28),Horst,30 september 2025,Against,Dutch,Unclear
Zaandijk,30 september 2025 (18:28),Zaandijk,30 september 2025,Against,Dutch,Unclear
Almere,30 september 2025 (18:26),Almere,30 september 2025,Against,Dutch,Unclear
Eindhoven,30 september 2025 (18:22),Eindhoven,30 september 2025,Against,English,Yes
Almere,30 september 2025 (18:18),Almere,30 september 2025,Against,Dutch,Unclear
Eindhoven,30 september 2025 (18:17),Eindhoven,30 september 2025,Against,Dutch,Unclear
Amsterdam,30 september 2025 (18:16),Amsterdam,30 september 2025,Against,English,Unclear
Bunnik,30 september 2025 (18:13),Bunnik,30 september 2025,Against,Dutch,Unclear
Den Haag,30 september 2025 (18:11),Den Haag,30 september 2025,Against,Dutch,Unclear
Hilversum,30 september 2025 (18:09),Hilversum,30 september 2025,Against,English,Yes
amsterdam,30 september 2025 (18:08),amsterdam,30 september 2025,Against,English,Yes
Amsterdam,30 september 2025 (18:07),Amsterdam,30 september 2025,Against,Dutch,Unclear
Utrecht,30 september 2025 (18:05),Utrecht,30 september 2025,Against,Dutch,Unclear
Roosendaal,30 september 2025 (18:05),Roosendaal,30 september 2025,For,Dutch,Yes
Hoofddorp,30 september 2025 (18:04),Hoofddorp,30 september 2025,Against,English,Yes
Rotterdam,30 september 2025 (18:03),Rotterdam,30 september 2025,Against,Dutch,Unclear
Delft,30 september 2025 (17:57),Delft,30 september 2025,Against,English,Yes
